order_id,date,category,brand,unit_price,quantity,discount_pct,revenue,profit,profit_margin_pct,city,channel,payment_method,customer_segment,returned,customer_rating
ORD3906,2022-10-27,Home & Kitchen,Prestige,18883.91,3,5,86110.63,29105.39,33.8,Bangalore,In-Store,Credit Card,Regular,0,4.0
ORD2965,2022-10-27,Electronics,Xiaomi,19516.46,1,10,28103.7,9330.43,33.2,Delhi,Online,UPI,Premium,0,4.1
ORD5406,2022-10-28,Beauty,Lakme,1543.68,2,0,4939.78,1580.73,32.0,Delhi,Mobile App,UPI,Premium,0,
ORD3012,2022-10-28,Grocery,Patanjali,1300.42,1,15,1768.57,293.58,16.6,Hyderabad,Online,UPI,VIP,0,
ORD4503,2022-10-28,Grocery,ITC,507.38,1,5,771.22,187.41,24.3,Bangalore,In-Store,UPI,Regular,0,2.9
ORD1686,2022-10-28,Grocery,Nestle,598.09,2,15,1626.8,340.0,20.9,Delhi,In-Store,Credit Card,New,0,2.8
ORD4533,2022-10-29,Grocery,Nestle,834.36,5,5,6341.14,564.36,8.9,Mumbai,Mobile App,Credit Card,New,0,3.7
ORD4614,2022-10-29,Grocery,ITC,914.35,2,5,2779.62,394.71,14.2,Delhi,Online,EMI,Premium,0,3.0
ORD1136,2022-10-30,Beauty,Maybelline,191.55,4,0,1225.92,104.2,8.5,Pune,Online,Credit Card,Regular,0,3.7
ORD3867,2022-10-30,Home & Kitchen,Bosch,3380.47,2,5,10276.63,1890.9,18.4,Mumbai,In-Store,UPI,Regular,0,2.7
ORD1638,2022-10-30,Home & Kitchen,Usha,13749.18,1,0,21998.69,3871.77,17.6,Ahmedabad,In-Store,UPI,VIP,0,4.9
ORD1096,2022-10-30,Clothing,Zara,988.29,1,10,1423.14,405.59,28.5,Delhi,In-Store,Debit Card,Regular,0,3.6
ORD5213,2022-10-30,Home & Kitchen,Bajaj,4873.15,1,0,7797.04,662.75,8.5,Chennai,Mobile App,Credit Card,New,0,4.4
ORD2004,2022-10-30,Home & Kitchen,Usha,11327.66,2,15,30811.24,3358.43,10.9,Hyderabad,Online,UPI,Premium,0,3.3
ORD4504,2022-10-30,Electronics,Sony,79750.2,1,5,121220.3,35153.89,29.0,Kolkata,Online,Credit Card,New,0,3.6
ORD3762,2022-10-31,Electronics,Xiaomi,12921.78,1,5,19641.11,4713.87,24.0,Jaipur,Online,Credit Card,New,0,4.0
ORD3636,2022-11-01,Electronics,Xiaomi,73805.46,2,10,212559.72,27420.2,12.9,Hyderabad,Online,Credit Card,New,0,2.9
ORD1064,2022-11-01,Home & Kitchen,Bajaj,9944.66,1,15,13524.74,2461.5,18.2,Pune,Mobile App,EMI,Regular,0,3.5
ORD2798,2022-11-01,Clothing,Zara,1273.74,1,5,1936.08,499.51,25.8,Jaipur,Mobile App,Credit Card,Regular,1,3.8
ORD3689,2022-11-01,Grocery,Britannia,918.35,1,0,1469.36,493.7,33.6,Kolkata,Mobile App,Credit Card,New,0,4.2
ORD5445,2022-11-01,Electronics,Xiaomi,24215.54,2,20,61991.78,21387.16,34.5,Ahmedabad,Online,Credit Card,VIP,0,2.8
ORD5888,2022-11-02,Grocery,Amul,1223.57,1,0,1957.71,432.65,22.1,Lucknow,Mobile App,Debit Card,Regular,0,3.2
ORD3054,2022-11-02,Sports,Adidas,6765.86,3,10,29228.52,9060.84,31.0,Ahmedabad,Online,Credit Card,Premium,0,4.8
ORD1588,2022-11-02,Home & Kitchen,Philips,4925.06,2,5,14972.18,3278.91,21.9,Jaipur,Online,Debit Card,Regular,0,3.0
ORD1150,2022-11-03,Clothing,Levi's,4316.08,1,10,6215.16,1702.95,27.4,Ahmedabad,In-Store,Credit Card,New,0,3.6
ORD4107,2022-11-03,Sports,Yonex,1908.11,2,15,5190.06,1172.95,22.6,Hyderabad,Online,Credit Card,Premium,0,3.1
ORD4630,2022-11-03,Clothing,H&M,3707.04,1,5,5634.7,1712.95,30.4,Lucknow,In-Store,UPI,New,0,2.7
ORD3478,2022-11-03,Beauty,Lakme,1723.26,1,0,2757.22,361.2,13.1,Jaipur,In-Store,UPI,Regular,0,4.4
ORD4152,2022-11-03,Grocery,Amul,727.08,1,20,930.66,159.14,17.1,Kolkata,Online,UPI,Premium,0,4.2
ORD2135,2022-11-03,Grocery,ITC,580.99,1,20,743.67,188.89,25.4,Hyderabad,In-Store,UPI,New,0,3.7
ORD4132,2022-11-04,Beauty,Maybelline,2954.91,3,5,13474.39,4082.74,30.3,Ahmedabad,Online,Credit Card,Regular,0,3.5
ORD2185,2022-11-04,Beauty,Lakme,1616.23,3,0,7757.9,2676.48,34.5,Bangalore,In-Store,Credit Card,Regular,0,
ORD1794,2022-11-04,Home & Kitchen,Prestige,19126.0,5,30,107105.6,24955.6,23.3,Lucknow,Online,Debit Card,Premium,0,4.5
ORD3048,2022-11-04,Electronics,Apple,56082.92,2,10,161518.81,13083.02,8.1,Ahmedabad,In-Store,Credit Card,Regular,0,4.0
ORD5568,2022-11-04,Electronics,LG,29712.91,1,15,40409.56,13496.79,33.4,Ahmedabad,Mobile App,UPI,Regular,0,4.8
ORD3464,2022-11-04,Electronics,Samsung,13010.32,2,0,41633.02,9450.7,22.7,Lucknow,Online,Cash,Premium,0,4.4
ORD1793,2022-11-04,Sports,Decathlon,1028.61,1,5,1563.49,426.83,27.3,Jaipur,Online,Debit Card,VIP,0,4.1
ORD4554,2022-11-04,Sports,Adidas,1544.12,1,20,1976.47,332.05,16.8,Pune,Mobile App,UPI,Regular,0,3.7
ORD5871,2022-11-04,Electronics,Xiaomi,75150.14,2,30,168336.31,32993.92,19.6,Pune,Online,Debit Card,Regular,0,
ORD5260,2022-11-04,Grocery,Amul,742.01,4,30,3324.2,691.43,20.8,Chennai,Online,Cash,Regular,0,
ORD4325,2022-11-05,Electronics,Sony,59082.02,4,0,378124.93,95665.61,25.3,Chennai,Mobile App,Cash,Regular,0,
ORD1183,2022-11-05,Grocery,Amul,734.5,1,25,881.4,90.78,10.3,Bangalore,In-Store,UPI,New,0,2.7
ORD1854,2022-11-05,Grocery,ITC,592.49,3,0,2843.95,964.1,33.9,Kolkata,In-Store,Credit Card,Premium,0,3.4
ORD5336,2022-11-06,Beauty,Maybelline,660.0,1,30,739.2,138.97,18.8,Chennai,Online,UPI,New,0,3.5
ORD4023,2022-11-06,Electronics,Sony,16883.02,5,15,114804.54,28471.53,24.8,Jaipur,In-Store,Credit Card,New,0,
ORD5832,2022-11-06,Grocery,Amul,739.24,1,0,1182.78,104.08,8.8,Hyderabad,In-Store,Debit Card,New,1,4.2
ORD3191,2022-11-07,Beauty,L'Oreal,1295.62,2,5,3938.68,385.99,9.8,Mumbai,Mobile App,Credit Card,Regular,0,
ORD1699,2022-11-07,Beauty,Nykaa,328.38,2,25,788.11,112.7,14.3,Chennai,Mobile App,Debit Card,New,0,3.8
ORD5219,2022-11-07,Grocery,Nestle,738.92,1,10,1064.04,171.31,16.1,Ahmedabad,Online,Credit Card,Regular,0,
ORD4110,2022-11-07,Beauty,Lakme,290.35,1,5,441.33,122.69,27.8,Delhi,In-Store,Credit Card,VIP,0,
ORD2832,2022-11-07,Home & Kitchen,Prestige,1099.24,1,5,1670.84,385.96,23.1,Chennai,Online,Cash,VIP,0,4.8
ORD4785,2022-11-07,Beauty,L'Oreal,1463.62,5,5,11123.51,1857.63,16.7,Delhi,In-Store,UPI,VIP,0,
ORD1608,2022-11-07,Home & Kitchen,Philips,13019.76,1,15,17706.87,6144.28,34.7,Ahmedabad,Online,UPI,Regular,0,3.8
ORD3334,2022-11-07,Grocery,Britannia,1250.09,1,5,1900.14,581.44,30.6,Lucknow,In-Store,Credit Card,Regular,0,4.6
ORD2011,2022-11-08,Sports,Decathlon,7338.57,2,0,23483.42,5401.19,23.0,Jaipur,In-Store,Cash,New,0,
ORD4102,2022-11-08,Clothing,H&M,556.22,3,20,2135.88,416.5,19.5,Bangalore,In-Store,Debit Card,Premium,0,4.6
ORD1701,2022-11-09,Sports,Adidas,959.77,1,15,1305.29,214.07,16.4,Delhi,Online,Credit Card,Regular,0,
ORD2700,2022-11-09,Clothing,H&M,2462.79,1,10,3546.42,397.2,11.2,Lucknow,Online,Credit Card,VIP,0,
ORD2077,2022-11-10,Electronics,Xiaomi,42938.27,1,5,65266.17,15207.02,23.3,Hyderabad,In-Store,UPI,Regular,1,
ORD3405,2022-11-10,Home & Kitchen,Philips,13751.03,1,0,22001.65,2134.16,9.7,Hyderabad,Mobile App,EMI,Premium,0,
ORD4931,2022-11-10,Grocery,ITC,802.49,1,0,1283.98,380.06,29.6,Pune,Online,Debit Card,New,0,4.1
ORD4637,2022-11-11,Electronics,Apple,6247.44,1,0,9995.9,2968.78,29.7,Bangalore,In-Store,UPI,Premium,0,4.5
ORD3117,2022-11-11,Home & Kitchen,Usha,11291.46,2,0,36132.67,3649.4,10.1,Chennai,In-Store,UPI,Regular,0,3.5
ORD1648,2022-11-11,Grocery,Britannia,580.83,5,0,4646.64,710.94,15.3,Jaipur,In-Store,Credit Card,Regular,0,3.3
ORD2989,2022-11-11,Sports,Puma,5955.33,1,0,9528.53,3030.07,31.8,Pune,Mobile App,Debit Card,New,0,3.9
ORD2421,2022-11-11,Home & Kitchen,Bajaj,8634.55,1,5,13124.52,4212.97,32.1,Delhi,Online,UPI,Regular,0,
ORD5132,2022-11-12,Clothing,Adidas,847.22,5,5,6438.87,1307.09,20.3,Lucknow,Mobile App,UPI,Regular,1,3.5
ORD5916,2022-11-12,Clothing,Nike,347.32,1,10,500.14,161.05,32.2,Bangalore,In-Store,UPI,VIP,0,4.5
ORD3997,2022-11-12,Clothing,Adidas,4752.99,1,0,7604.78,1992.45,26.2,Ahmedabad,In-Store,Cash,New,1,3.8
ORD4330,2022-11-12,Sports,Puma,7087.09,2,15,19276.88,3084.3,16.0,Kolkata,Online,UPI,New,0,4.9
ORD3778,2022-11-12,Home & Kitchen,Philips,14981.49,1,10,21573.35,4551.98,21.1,Lucknow,In-Store,Cash,Regular,0,3.7
ORD4722,2022-11-12,Home & Kitchen,Usha,4109.45,1,0,6575.12,1242.7,18.9,Ahmedabad,Online,Credit Card,New,0,4.2
ORD2372,2022-11-12,Beauty,Maybelline,618.05,5,5,4697.18,854.89,18.2,Lucknow,Mobile App,UPI,Regular,0,4.6
ORD4292,2022-11-13,Electronics,Apple,5756.07,1,30,6446.8,1456.98,22.6,Kolkata,Online,UPI,Regular,0,3.4
ORD5515,2022-11-14,Grocery,ITC,1395.87,1,5,2121.72,195.2,9.2,Jaipur,Online,UPI,Premium,0,
ORD1351,2022-11-14,Home & Kitchen,Bosch,16478.66,2,5,50095.13,14477.49,28.9,Jaipur,In-Store,UPI,Regular,0,3.1
ORD1754,2022-11-14,Electronics,Sony,15698.32,2,5,47722.89,15653.11,32.8,Hyderabad,In-Store,Credit Card,Regular,0,3.6
ORD4345,2022-11-14,Grocery,ITC,594.05,2,10,1710.86,518.39,30.3,Lucknow,In-Store,Debit Card,VIP,0,3.2
ORD2984,2022-11-14,Clothing,Levi's,979.54,2,15,2664.35,783.32,29.4,Chennai,In-Store,Debit Card,Regular,0,3.9
ORD4448,2022-11-15,Beauty,Dove,1672.01,1,20,2140.17,205.46,9.6,Chennai,Online,UPI,Regular,0,3.6
ORD4779,2022-11-15,Grocery,Amul,968.63,1,5,1472.32,188.46,12.8,Hyderabad,Online,Credit Card,Regular,0,
ORD2339,2022-11-15,Electronics,Sony,11651.04,1,30,13049.16,3353.63,25.7,Bangalore,Mobile App,Cash,New,0,4.9
ORD1218,2022-11-15,Electronics,Apple,38717.51,1,0,61948.02,10964.8,17.7,Chennai,Online,Credit Card,New,0,3.3
ORD3783,2022-11-15,Home & Kitchen,Bajaj,19861.2,2,5,60378.05,12015.23,19.9,Chennai,Online,UPI,Regular,0,
ORD4634,2022-11-16,Grocery,ITC,1283.62,3,10,5545.24,914.96,16.5,Mumbai,Mobile App,Debit Card,VIP,0,4.6
ORD4098,2022-11-16,Grocery,Amul,976.54,1,0,1562.46,206.24,13.2,Jaipur,Online,UPI,Regular,0,
ORD3919,2022-11-16,Clothing,Zara,336.67,1,10,484.8,54.78,11.3,Lucknow,In-Store,Credit Card,New,0,4.0
ORD2758,2022-11-16,Electronics,Apple,28943.86,1,0,46310.18,9678.83,20.9,Delhi,Online,EMI,Premium,0,2.6
ORD1974,2022-11-16,Beauty,Nykaa,1767.7,3,0,8484.96,1400.02,16.5,Chennai,Mobile App,UPI,VIP,0,4.0
ORD5502,2022-11-16,Electronics,LG,30344.84,1,20,38841.4,8817.0,22.7,Delhi,In-Store,EMI,Regular,1,4.9
ORD1807,2022-11-17,Sports,Puma,2353.64,2,10,6778.48,1965.76,29.0,Pune,Mobile App,UPI,Regular,0,3.0
ORD3863,2022-11-17,Sports,Nike,5895.84,1,5,8961.68,716.93,8.0,Ahmedabad,Online,Debit Card,Regular,0,3.9
ORD4478,2022-11-17,Beauty,Lakme,2866.5,4,0,18345.6,2843.57,15.5,Ahmedabad,Online,Debit Card,Regular,0,
ORD3844,2022-11-17,Electronics,Apple,37591.91,2,10,108264.7,10826.47,10.0,Ahmedabad,Online,Debit Card,New,1,2.9
ORD1485,2022-11-17,Sports,Decathlon,3252.8,1,30,3643.14,899.86,24.7,Pune,Online,UPI,Regular,0,
ORD5107,2022-11-17,Sports,Decathlon,1397.16,1,10,2011.91,519.07,25.8,Kolkata,Mobile App,Debit Card,Premium,0,3.7
ORD4346,2022-11-17,Beauty,Dove,2105.55,1,25,2526.66,391.63,15.5,Pune,Mobile App,Cash,Premium,0,4.7
ORD4947,2022-11-17,Sports,Puma,2802.61,3,15,11434.65,2149.71,18.8,Chennai,In-Store,Credit Card,Regular,0,
ORD1273,2022-11-18,Sports,Adidas,6844.59,3,0,32854.03,6997.91,21.3,Chennai,In-Store,UPI,Premium,0,4.5
ORD5621,2022-11-18,Sports,Yonex,6958.87,3,15,28392.19,8347.3,29.4,Kolkata,Online,Credit Card,Regular,0,3.1
ORD4979,2022-11-18,Home & Kitchen,Bajaj,3048.71,3,10,13170.43,1646.3,12.5,Delhi,In-Store,Debit Card,VIP,0,4.8
ORD5323,2022-11-18,Grocery,Patanjali,1075.78,1,0,1721.25,177.29,10.3,Chennai,In-Store,EMI,VIP,0,4.0
ORD1584,2022-11-18,Grocery,ITC,834.82,1,0,1335.71,267.14,20.0,Pune,In-Store,UPI,Premium,0,3.6
ORD5534,2022-11-18,Home & Kitchen,Bosch,17789.38,1,0,28463.01,4525.62,15.9,Mumbai,Online,Cash,VIP,0,3.6
ORD1910,2022-11-19,Home & Kitchen,Philips,3905.43,2,0,12497.38,3736.72,29.9,Bangalore,In-Store,EMI,New,0,
ORD1211,2022-11-19,Grocery,Amul,1343.52,2,0,4299.26,1203.79,28.0,Mumbai,In-Store,Cash,Regular,0,2.9
ORD2154,2022-11-19,Clothing,Adidas,3129.23,1,0,5006.77,771.04,15.4,Pune,Online,UPI,VIP,0,3.2
ORD2915,2022-11-19,Beauty,L'Oreal,809.49,3,5,3691.27,989.26,26.8,Hyderabad,Online,Credit Card,New,0,3.8
ORD1357,2022-11-20,Sports,Yonex,3655.49,1,5,5556.34,1933.61,34.8,Pune,Mobile App,Credit Card,Premium,0,3.1
ORD3307,2022-11-20,Beauty,L'Oreal,267.5,1,10,385.2,90.14,23.4,Lucknow,Mobile App,Credit Card,Regular,0,3.2
ORD1375,2022-11-20,Grocery,Amul,844.86,4,0,5407.1,897.58,16.6,Bangalore,Online,Debit Card,New,0,3.6
ORD5035,2022-11-20,Sports,Yonex,6620.49,2,15,18007.73,5744.47,31.9,Pune,In-Store,UPI,Premium,0,3.3
ORD3699,2022-11-21,Home & Kitchen,Bosch,11839.49,1,0,18943.18,2538.39,13.4,Ahmedabad,Online,Debit Card,Premium,0,2.6
ORD1719,2022-11-21,Home & Kitchen,Philips,2441.77,3,10,10548.45,2637.11,25.0,Kolkata,Mobile App,Debit Card,Regular,0,3.0
ORD4962,2022-11-21,Beauty,Lakme,1150.88,4,0,7365.63,1347.91,18.3,Chennai,In-Store,Debit Card,VIP,0,4.5
ORD5700,2022-11-21,Home & Kitchen,Usha,18863.44,3,20,72435.61,22092.86,30.5,Lucknow,Online,Credit Card,VIP,0,
ORD4196,2022-11-21,Electronics,Xiaomi,20115.96,1,0,32185.54,6469.29,20.1,Jaipur,In-Store,UPI,New,0,3.6
ORD3409,2022-11-21,Electronics,Xiaomi,39259.37,1,5,59674.24,10980.06,18.4,Mumbai,Online,Debit Card,VIP,0,3.6
ORD2477,2022-11-21,Sports,Yonex,3490.23,3,5,15915.45,1289.15,8.1,Chennai,In-Store,Credit Card,Regular,0,
ORD2860,2022-11-22,Beauty,Nykaa,2337.22,2,0,7479.1,2273.65,30.4,Hyderabad,In-Store,Cash,New,1,4.7
ORD5318,2022-11-23,Sports,Adidas,4381.92,1,5,6660.52,1152.27,17.3,Hyderabad,In-Store,Debit Card,New,0,3.5
ORD2821,2022-11-23,Home & Kitchen,Usha,13359.43,1,20,17100.07,4599.92,26.9,Pune,Online,UPI,Regular,0,3.6
ORD1924,2022-11-23,Beauty,Nykaa,1233.9,1,20,1579.39,156.36,9.9,Hyderabad,In-Store,Credit Card,New,0,3.0
ORD4807,2022-11-23,Sports,Decathlon,4922.46,1,0,7875.94,1921.73,24.4,Ahmedabad,Online,UPI,Regular,0,2.8
ORD5685,2022-11-24,Electronics,Samsung,70780.73,3,10,305772.75,65435.37,21.4,Pune,Online,UPI,VIP,0,3.5
ORD1542,2022-11-24,Electronics,Samsung,71773.95,2,0,229676.64,70051.38,30.5,Hyderabad,Online,EMI,Regular,0,4.1
ORD1185,2022-11-24,Grocery,Patanjali,651.03,1,15,885.4,221.35,25.0,Bangalore,Online,Credit Card,Regular,0,
ORD5899,2022-11-24,Home & Kitchen,Usha,14079.58,1,15,19148.23,2374.38,12.4,Pune,Online,Credit Card,New,0,2.7
ORD3098,2022-11-24,Grocery,Patanjali,240.78,2,20,616.4,81.36,13.2,Delhi,In-Store,Credit Card,Regular,0,
ORD1118,2022-11-24,Electronics,Apple,68650.2,2,5,208696.61,23791.41,11.4,Chennai,Online,Credit Card,Regular,0,4.2
ORD5054,2022-11-25,Clothing,Adidas,838.79,2,5,2549.92,731.83,28.7,Mumbai,Online,Credit Card,Premium,0,3.7
ORD3944,2022-11-25,Clothing,H&M,4791.18,1,5,7282.59,1565.76,21.5,Pune,In-Store,Debit Card,New,0,4.4
ORD1933,2022-11-25,Clothing,Adidas,3922.8,2,5,11925.31,2241.96,18.8,Pune,Online,UPI,Regular,0,3.8
ORD4343,2022-11-25,Sports,Nike,1734.99,2,0,5551.97,1193.67,21.5,Pune,In-Store,UPI,Regular,1,3.7
ORD2643,2022-11-25,Beauty,Lakme,791.79,1,20,1013.49,233.1,23.0,Hyderabad,Online,Debit Card,Regular,0,2.9
ORD2715,2022-11-25,Sports,Nike,5367.86,1,10,7729.72,2628.1,34.0,Chennai,Online,UPI,New,0,4.3
ORD2053,2022-11-25,Electronics,Xiaomi,60534.21,5,0,484273.68,102181.75,21.1,Delhi,In-Store,Credit Card,Regular,0,4.8
ORD5328,2022-11-25,Grocery,Britannia,1351.66,4,30,6055.44,502.6,8.3,Pune,Online,UPI,New,0,3.8
ORD1059,2022-11-26,Grocery,Britannia,1046.64,1,25,1255.97,376.79,30.0,Jaipur,In-Store,UPI,Regular,0,4.7
ORD2781,2022-11-26,Beauty,Dove,2561.75,1,5,3893.86,1125.33,28.9,Ahmedabad,Mobile App,UPI,New,0,4.2
ORD5821,2022-11-26,Sports,Decathlon,2626.03,4,0,16806.59,3630.22,21.6,Bangalore,In-Store,Credit Card,Regular,0,
ORD3089,2022-11-26,Home & Kitchen,Prestige,7737.94,2,10,22285.27,1849.68,8.3,Delhi,In-Store,Debit Card,Regular,0,3.3
ORD3517,2022-11-26,Grocery,Britannia,53.05,3,0,254.64,84.29,33.1,Chennai,In-Store,Credit Card,New,0,
ORD1873,2022-11-27,Home & Kitchen,Bosch,14599.67,1,5,22191.5,6036.09,27.2,Chennai,In-Store,UPI,New,0,3.1
ORD1600,2022-11-27,Clothing,Zara,3152.85,1,0,5044.56,1412.48,28.0,Bangalore,In-Store,Debit Card,Premium,0,3.0
ORD1530,2022-11-27,Grocery,Nestle,714.48,1,10,1028.85,245.9,23.9,Pune,Mobile App,Cash,New,0,4.3
ORD5744,2022-11-27,Clothing,Nike,1782.45,3,0,8555.76,2498.28,29.2,Ahmedabad,In-Store,EMI,Premium,0,3.6
ORD1770,2022-11-28,Home & Kitchen,Bajaj,16269.11,1,10,23427.52,5856.88,25.0,Delhi,In-Store,Cash,New,0,3.9
ORD4656,2022-11-28,Beauty,L'Oreal,1067.82,2,20,2733.62,628.73,23.0,Lucknow,Online,UPI,New,0,2.6
ORD3019,2022-11-28,Home & Kitchen,Bosch,13259.66,3,0,63646.37,12474.69,19.6,Hyderabad,In-Store,Debit Card,Regular,0,4.4
ORD5784,2022-11-28,Grocery,Patanjali,837.37,3,5,3818.41,1225.71,32.1,Delhi,In-Store,Credit Card,New,0,2.8
ORD4999,2022-11-29,Electronics,Xiaomi,33686.7,1,5,51203.78,12084.09,23.6,Pune,Online,Debit Card,Regular,0,4.7
ORD4476,2022-11-29,Grocery,Amul,757.14,1,10,1090.28,213.69,19.6,Bangalore,Mobile App,Credit Card,VIP,0,3.0
ORD5941,2022-11-29,Grocery,Britannia,736.39,1,10,1060.4,297.97,28.1,Jaipur,Online,EMI,Regular,0,2.7
ORD5399,2022-11-29,Sports,Puma,344.26,1,0,550.82,108.51,19.7,Lucknow,Online,Debit Card,Premium,1,3.5
ORD4907,2022-11-29,Sports,Yonex,441.88,1,30,494.91,164.31,33.2,Hyderabad,Online,Credit Card,Regular,0,4.3
ORD2305,2022-11-30,Sports,Yonex,2759.17,2,15,7504.94,607.9,8.1,Delhi,Online,Debit Card,VIP,0,
ORD1679,2022-11-30,Clothing,Nike,3530.62,1,0,5648.99,1101.55,19.5,Ahmedabad,Mobile App,EMI,Regular,0,4.5
ORD3340,2022-11-30,Home & Kitchen,Bosch,19870.9,2,10,57228.19,16996.77,29.7,Chennai,Online,Credit Card,Regular,1,4.7
ORD4563,2022-11-30,Electronics,Xiaomi,16842.63,1,0,26948.21,7734.14,28.7,Chennai,Online,UPI,New,0,
ORD3149,2022-11-30,Clothing,Adidas,4696.61,1,20,6011.66,793.54,13.2,Ahmedabad,Online,Debit Card,Regular,1,4.9
ORD3467,2022-11-30,Electronics,Apple,77113.48,3,5,351637.47,52042.35,14.8,Kolkata,Online,Debit Card,Regular,0,
ORD4313,2022-12-01,Clothing,Adidas,2765.11,1,0,4424.18,1411.31,31.9,Bangalore,In-Store,Debit Card,Premium,0,4.3
ORD2177,2022-12-01,Electronics,LG,13446.5,3,0,64543.2,14134.96,21.9,Pune,In-Store,Credit Card,Premium,0,
ORD1468,2022-12-01,Electronics,Sony,32087.26,2,25,77009.42,7161.88,9.3,Hyderabad,Online,EMI,Premium,0,
ORD2405,2022-12-01,Beauty,Maybelline,948.75,4,0,6072.0,1821.6,30.0,Kolkata,Mobile App,UPI,New,0,2.8
ORD4229,2022-12-01,Sports,Decathlon,7353.56,3,10,31767.38,9593.75,30.2,Pune,In-Store,Credit Card,Regular,0,3.6
ORD2680,2022-12-01,Clothing,H&M,4138.12,5,15,28139.22,4558.55,16.2,Ahmedabad,In-Store,Cash,VIP,0,3.7
ORD5688,2022-12-02,Sports,Nike,3064.34,2,25,7354.42,1838.61,25.0,Bangalore,In-Store,Credit Card,Regular,0,3.2
ORD1043,2022-12-02,Grocery,Amul,876.45,4,10,5048.35,1640.71,32.5,Kolkata,In-Store,Debit Card,Regular,0,2.8
ORD4167,2022-12-02,Sports,Adidas,5283.44,5,5,40154.14,4376.8,10.9,Mumbai,Online,EMI,Regular,0,4.9
ORD3203,2022-12-02,Sports,Yonex,6983.97,4,25,33523.06,7643.26,22.8,Delhi,Online,UPI,Regular,0,
ORD5394,2022-12-02,Grocery,Nestle,417.75,1,20,534.72,109.62,20.5,Lucknow,In-Store,Credit Card,VIP,0,
ORD4874,2022-12-02,Electronics,LG,28948.74,2,20,74108.77,17193.23,23.2,Lucknow,Online,UPI,Regular,0,
ORD5650,2022-12-03,Electronics,Samsung,70328.14,2,15,191292.54,29841.64,15.6,Bangalore,In-Store,UPI,Regular,1,4.6
ORD4556,2022-12-03,Home & Kitchen,Bosch,8648.92,1,0,13838.27,2241.8,16.2,Lucknow,Mobile App,UPI,Regular,0,3.5
ORD2784,2022-12-03,Grocery,Britannia,110.92,5,0,887.36,228.05,25.7,Lucknow,Online,Debit Card,Regular,0,
ORD5844,2022-12-03,Beauty,Lakme,2379.35,1,0,3806.96,875.6,23.0,Ahmedabad,Mobile App,Debit Card,Regular,0,
ORD2949,2022-12-03,Beauty,Maybelline,2105.8,1,0,3369.28,909.71,27.0,Ahmedabad,Online,UPI,Regular,0,3.1
ORD4594,2022-12-03,Grocery,Amul,1080.54,3,10,4667.93,718.86,15.4,Delhi,In-Store,Credit Card,Regular,1,4.8
ORD5402,2022-12-03,Beauty,Maybelline,1657.06,2,5,5037.46,468.48,9.3,Jaipur,Mobile App,UPI,Regular,0,4.4
ORD1277,2022-12-03,Home & Kitchen,Philips,16525.85,2,5,50238.58,7485.55,14.9,Chennai,In-Store,EMI,Regular,0,4.3
ORD4166,2022-12-04,Sports,Decathlon,3675.77,2,0,11762.46,3634.6,30.9,Kolkata,Online,Cash,Regular,0,4.9
ORD2133,2022-12-04,Beauty,L'Oreal,2978.98,1,0,4766.37,395.61,8.3,Mumbai,Online,Debit Card,New,0,
ORD2134,2022-12-04,Beauty,Dove,335.08,2,5,1018.64,302.54,29.7,Ahmedabad,Online,Credit Card,Regular,0,4.0
ORD1598,2022-12-04,Grocery,Nestle,768.98,1,0,1230.37,329.74,26.8,Ahmedabad,In-Store,Debit Card,New,0,
ORD4652,2022-12-04,Home & Kitchen,Usha,8635.04,1,10,12434.46,1293.18,10.4,Chennai,In-Store,UPI,Regular,0,4.6
ORD4159,2022-12-04,Electronics,Apple,71619.72,1,25,85943.66,19767.04,23.0,Ahmedabad,In-Store,UPI,Regular,0,3.2
ORD5003,2022-12-05,Beauty,Nykaa,1443.76,1,5,2194.52,232.62,10.6,Mumbai,Online,Credit Card,Regular,0,3.6
ORD3391,2022-12-05,Clothing,Levi's,4293.52,1,0,6869.63,556.44,8.1,Chennai,In-Store,Credit Card,Premium,0,
ORD1012,2022-12-05,Grocery,Patanjali,1311.2,1,0,2097.92,474.13,22.6,Chennai,Online,Credit Card,Premium,0,3.6
ORD5076,2022-12-05,Clothing,Levi's,3182.58,3,0,15276.38,2123.42,13.9,Hyderabad,Online,Cash,Premium,0,3.6
ORD5228,2022-12-05,Beauty,Dove,2630.71,1,0,4209.14,1107.0,26.3,Pune,Online,UPI,Regular,1,
ORD4078,2022-12-05,Sports,Yonex,2131.52,1,0,3410.43,385.38,11.3,Jaipur,In-Store,Credit Card,Regular,0,2.6
ORD1826,2022-12-06,Clothing,Levi's,2759.28,1,10,3973.36,1084.73,27.3,Jaipur,Online,Credit Card,Regular,0,5.0
ORD2074,2022-12-06,Beauty,Nykaa,431.29,2,15,1173.11,202.95,17.3,Pune,Mobile App,EMI,Regular,0,4.5
ORD4796,2022-12-06,Home & Kitchen,Prestige,3046.02,3,10,13158.81,2473.86,18.8,Kolkata,Online,Cash,VIP,0,4.4
ORD5992,2022-12-06,Clothing,H&M,3974.14,1,5,6040.69,531.58,8.8,Chennai,In-Store,Debit Card,Premium,0,3.5
ORD1307,2022-12-06,Clothing,Zara,2718.34,1,0,4349.34,530.62,12.2,Lucknow,Online,UPI,Regular,0,3.7
